slug;rubrik;prio;quelle;typ;cluster_vorschlag;rubrik_final;slug_final
publisher-ad-management;Publisher Ad Management;2;omr;software;Weitere Software;Werbevermarktung für Publisher;werbevermarktung-fuer-publisher
push-notification;Push Notification;3;omr;software;Marketing & SEO;Push-Benachrichtigungen;push-benachrichtigungen
push-notification-software;Push Notification Software;1;capterra;software;Marketing & SEO;Push Notification Software;push-notification-software
qm-software;QM Software;1;capterra;software;Produktion & Supply Chain;QM Software;qm-software
qr-code-generator;QR Code Generator;2;beide;software;Design & Kreativ;QR Code Generator;qr-code-generator
qualitative-datenanalyse-software;Qualitative Datenanalyse Software;1;capterra;software;Daten & Analytics;Qualitative Datenanalyse Software;qualitative-datenanalyse-software
radiologie-software;Radiologie Software;1;capterra;software;Gesundheit & Pflege;Radiologie Software;radiologie-software
raumbuchungssysteme;Raumbuchungssysteme;2;capterra;software;Projekte & Zusammenarbeit;Raumbuchungssysteme;raumbuchungssysteme
rcm-software;RCM Software;1;capterra;software;Gesundheit & Pflege;RCM Software;rcm-software
rechnungsprogramme-fuer-handwerker-und-bau;Rechnungsprogramme für Handwerker und Bau;2;capterra;software;Bau & Handwerk;Rechnungsprogramme für Handwerker und Bau;rechnungsprogramme-fuer-handwerker-und-bau
rechnungswesen-software;Rechnungswesen Software;1;capterra;software;Finanzen & Buchhaltung;Rechnungswesen Software;rechnungswesen-software
rechtsmanagement-software-fuer-unternehmen;Rechtsmanagement Software für Unternehmen;1;capterra;software;Recht & Kanzlei;Rechtsmanagement Software für Unternehmen;rechtsmanagement-software-fuer-unternehmen
recruiting-automation;Recruiting Automation;3;omr;software;Personal & HR;Recruiting-Automatisierung;recruiting-automatisierung
recruiting-marketing-software;Recruiting Marketing Software;1;capterra;software;Marketing & SEO;Recruiting Marketing Software;recruiting-marketing-software
recruitment-marketing;Recruitment Marketing;3;omr;software;Marketing & SEO;Recruiting-Marketing;recruiting-marketing
recruitment-platforms;Recruitment Platforms;2;omr;software;Personal & HR;Recruiting-Plattformen;recruiting-plattformen
recruitment-software;Recruitment Software;1;beide;software;Personal & HR;Recruitment Software;recruitment-software
recycling-software;Recycling Software;1;capterra;software;Weitere Branchen;Recycling Software;recycling-software
referenzmarketing-software;Referenzmarketing Software;1;capterra;software;Vertrieb & CRM;Referenzmarketing Software;referenzmarketing-software
referenzsoftware;Referenzsoftware;1;capterra;software;Lernen & Events;Referenzsoftware;referenzsoftware
referral-software;Referral Software;1;capterra;software;Vertrieb & CRM;Referral Software;referral-software
registrierungssoftware;Registrierungssoftware;1;capterra;software;IT, Security & Infrastruktur;Registrierungssoftware;registrierungssoftware
reisebuero-software;Reisebüro-Software;1;capterra;software;Gastro, Hotel & Freizeit;Reisebüro-Software;reisebuero-software
reisekostenabrechnung-software;Reisekostenabrechnung Software;1;capterra;software;Finanzen & Buchhaltung;Reisekostenabrechnung Software;reisekostenabrechnung-software
reiseveranstalter-software;Reiseveranstalter Software;1;capterra;software;Gastro, Hotel & Freizeit;Reiseveranstalter Software;reiseveranstalter-software
relational-databases;Relational Databases;3;omr;software;Daten & Analytics;Relationale Datenbanken;relationale-datenbanken
remote-desktop-software;Remote Desktop Software;1;beide;software;IT, Security & Infrastruktur;Remote Desktop Software;remote-desktop-software
remote-monitoring-management-rmm;Remote Monitoring Management RMM;2;omr;software;IT, Security & Infrastruktur;Remote Monitoring and Management;remote-monitoring-and-management-rmm
reporting-tools;Reporting-Tools;2;capterra;software;Daten & Analytics;Reporting-Tools;reporting-tools
requirements-management-tools;Requirements Management Tools;2;capterra;software;Weitere Software;Requirements Management Tools;requirements-management-tools
reservationssysteme-fuer-fluggesellschaften;Reservationssysteme für Fluggesellschaften;2;capterra;software;Weitere Software;Reservationssysteme für Fluggesellschaften;reservationssysteme-fuer-fluggesellschaften
ressourcenmanagement-tools;Ressourcenmanagement Tools;2;capterra;software;Projekte & Zusammenarbeit;Ressourcenmanagement Tools;ressourcenmanagement-tools
retail-execution-software;Retail-Execution-Software;1;capterra;software;E-Commerce & Handel;Retail-Execution-Software;retail-execution-software
retail-intelligence;Retail Intelligence;3;capterra;software;E-Commerce & Handel;Retail Intelligence;retail-intelligence
retargeting;Retargeting;3;omr;software;Marketing & SEO;Retargeting;retargeting
retourenmanagement-software-rms;Retourenmanagement-Software (RMS);1;beide;software;E-Commerce & Handel;Retourenmanagement-Software (RMS);retourenmanagement-software-rms
retrieval-augmented-generation;Retrieval Augmented Generation;3;omr;software;KI & Automatisierung;Retrieval Augmented Generation;retrieval-augmented-generation
rettungsdienst-software;Rettungsdienst Software;1;capterra;software;Öffentlicher Sektor & Sicherheit;Rettungsdienst Software;rettungsdienst-software
revenue-management-systeme;Revenue Management Systeme;2;capterra;software;Weitere Branchen;Revenue Management Systeme;revenue-management-systeme
revenue-operations-intelligence-ro-i;Revenue Operations Intelligence Ro I;3;omr;software;Weitere Branchen;Revenue-Operations-Analyse;revenue-operations-analyse
revenue-recognition-software;Revenue Recognition Software;1;capterra;software;Weitere Branchen;Revenue Recognition Software;revenue-recognition-software
review-management-software;Review Management Software;1;beide;software;Weitere Software;Review Management Software;review-management-software
rezept-software-fuer-aerzte;Rezept Software für Ärzte;1;capterra;software;Gesundheit & Pflege;Rezept Software für Ärzte;rezept-software-fuer-aerzte
risikomanagement-software;Risikomanagement Software;1;beide;software;IT, Security & Infrastruktur;Risikomanagement Software;risikomanagement-software
rmm-software;RMM-Software;1;capterra;software;IT, Security & Infrastruktur;RMM-Software;rmm-software
robotic-process-automation-software;Robotic Process Automation Software;1;capterra;software;KI & Automatisierung;Robotic Process Automation Software;robotic-process-automation-software
rueckbuchungsmanagement-software;Rückbuchungsmanagement-Software;1;capterra;software;Finanzen & Buchhaltung;Rückbuchungsmanagement-Software;rueckbuchungsmanagement-software
saas-management-software;SaaS-Management-Software;1;capterra;software;Weitere Software;SaaS-Management-Software;saas-management-software
saas-operations-management;Saas Operations Management;2;omr;software;Weitere Software;SaaS-Betriebsmanagement;saas-betriebsmanagement
saas-spend-management;Saas Spend Management;2;omr;software;Weitere Software;SaaS-Kostenmanagement;saas-kostenmanagement
sales;Sales;3;omr;software;Vertrieb & CRM;Vertrieb;vertrieb
sales-analytics;Sales Analytics;3;omr;software;Vertrieb & CRM;Vertriebsanalyse;vertriebsanalyse
sales-compensation;Sales Compensation;3;omr;software;Vertrieb & CRM;Vertriebsvergütung;vertriebsverguetung
sales-engagement;Sales Engagement;3;omr;software;Vertrieb & CRM;Sales Engagement;sales-engagement
sales-force-automation-software;Sales Force Automation Software;1;capterra;software;Vertrieb & CRM;Sales Force Automation Software;sales-force-automation-software
sales-intelligence-tools;Sales Intelligence Tools;2;beide;software;Vertrieb & CRM;Sales Intelligence Tools;sales-intelligence-tools
sales-platforms;Sales Platforms;2;omr;software;Vertrieb & CRM;Vertriebsplattformen;vertriebsplattformen
sales-tax-and-vat-compliance;Sales Tax And Vat Compliance;3;omr;software;Vertrieb & CRM;Umsatzsteuer-Compliance;umsatzsteuer-compliance
sales-tracking-software;Sales Tracking Software;1;capterra;software;Vertrieb & CRM;Sales Tracking Software;sales-tracking-software
salonsoftware;Salonsoftware;1;capterra;software;Gastro, Hotel & Freizeit;Salonsoftware;salonsoftware
sanitaer-software;Sanitär Software;1;capterra;software;Bau & Handwerk;Sanitär Software;sanitaer-software
sast-tools;SAST-Tools;2;capterra;software;Weitere Software;SAST-Tools;sast-tools
scada-software;SCADA-Software;1;capterra;software;Design & Kreativ;SCADA-Software;scada-software
schadenmanagement-software;Schadenmanagement Software;1;capterra;software;Weitere Branchen;Schadenmanagement Software;schadenmanagement-software
schaedlingsbekaempfung-software;Schädlingsbekämpfung Software;1;capterra;software;Weitere Branchen;Schädlingsbekämpfung Software;schaedlingsbekaempfung-software
schlosserei-software;Schlosserei Software;1;capterra;software;Bau & Handwerk;Schlosserei Software;schlosserei-software
schullandheim-und-ferienlager-software;Schullandheim und Ferienlager Software;1;capterra;software;Bildung & Bildungsträger;Schullandheim und Ferienlager Software;schullandheim-und-ferienlager-software
schulmanagement-software;Schulmanagement Software;1;capterra;software;Bildung & Bildungsträger;Schulmanagement Software;schulmanagement-software
schulsoftware;Schulsoftware;1;capterra;software;Bildung & Bildungsträger;Schulsoftware;schulsoftware
schulungsplattformen;Schulungsplattformen;2;capterra;software;Lernen & Events;Schulungsplattformen;schulungsplattformen
schwimmschulen-software;Schwimmschulen Software;1;capterra;software;Gastro, Hotel & Freizeit;Schwimmschulen Software;schwimmschulen-software
scm-software;SCM Software;1;beide;software;Weitere Software;SCM Software;scm-software
screen-sharing-software;Screen Sharing Software;1;capterra;software;Kommunikation & Support;Screen Sharing Software;screen-sharing-software
scrum-tools;Scrum Tools;2;capterra;software;Projekte & Zusammenarbeit;Scrum Tools;scrum-tools
search-engine-advertising;Search Engine Advertising;2;omr;software;Marketing & SEO;Suchmaschinenwerbung (SEA);suchmaschinenwerbung-sea
secure-email-gateway;Secure Email Gateway;3;beide;software;Marketing & SEO;Secure Email Gateway;secure-email-gateway
self-storage-software-mietlager;Self Storage Software (Mietlager);1;capterra;software;Immobilien;Self Storage Software (Mietlager);self-storage-software-mietlager
sentiment-analysis;Sentiment Analysis;3;omr;software;Weitere Software;Stimmungsanalyse;stimmungsanalyse
seo-agencies;SEO Agencies;2;omr;dienstleister;;SEO Agencies;seo-agencies
seo-analysis;SEO Analysis;2;omr;software;Marketing & SEO;SEO-Analyse;seo-analyse
seo-audit;SEO Audit;2;omr;software;Marketing & SEO;SEO-Audit;seo-audit
seo-browser-plugins;SEO Browser Plugins;2;omr;software;Marketing & SEO;SEO-Browser-Plugins;seo-browser-plugins
seo-competitor-analysis;SEO Competitor Analysis;2;omr;software;Marketing & SEO;SEO-Wettbewerbsanalyse;seo-wettbewerbsanalyse
seo-content;SEO Content;2;omr;software;Marketing & SEO;SEO-Content;seo-content
seo-reporting;SEO Reporting;2;omr;software;Marketing & SEO;SEO-Reporting;seo-reporting
seo-suites;SEO Suites;2;omr;software;Marketing & SEO;SEO-Suiten;seo-suiten
seo-tools;SEO Tools;2;beide;software;Marketing & SEO;SEO Tools;seo-tools
serp-overlap;Serp Overlap;3;omr;software;Marketing & SEO;SERP-Überschneidung;serp-ueberschneidung
server-backup-software;Server-Backup-Software;1;capterra;software;IT, Security & Infrastruktur;Server-Backup-Software;server-backup-software
server-management-software;Server Management Software;1;capterra;software;IT, Security & Infrastruktur;Server Management Software;server-management-software
service-desk-software;Service Desk Software;1;beide;software;Projekte & Zusammenarbeit;Service Desk Software;service-desk-software
shk-angebotssoftware;SHK Angebotssoftware;1;capterra;software;Bau & Handwerk;SHK Angebotssoftware;shk-angebotssoftware
shopify-agencies;Shopify Agencies;3;omr;dienstleister;;Shopify Agencies;shopify-agencies
sicherheitsmanagement-software;Sicherheitsmanagement Software;1;capterra;software;IT, Security & Infrastruktur;Sicherheitsmanagement Software;sicherheitsmanagement-software
sicherheitssoftware;Sicherheitssoftware;1;capterra;software;IT, Security & Infrastruktur;Sicherheitssoftware;sicherheitssoftware
siem-tools;SIEM Tools;2;capterra;software;IT, Security & Infrastruktur;SIEM Tools;siem-tools
signatur-software;Signatur Software;1;capterra;software;Weitere Software;Signatur Software;signatur-software
simulationssoftware;Simulationssoftware;1;capterra;software;IT, Security & Infrastruktur;Simulationssoftware;simulationssoftware
sms-marketing-tools;SMS Marketing Tools;2;capterra;software;Marketing & SEO;SMS Marketing Tools;sms-marketing-tools
sms-umfragetools;SMS-Umfragetools;2;capterra;software;Marketing & SEO;SMS-Umfragetools;sms-umfragetools
soar-tools;SOAR-Tools;2;capterra;software;IT, Security & Infrastruktur;SOAR-Tools;soar-tools
social-crm-software;Social-CRM-Software;1;capterra;software;Vertrieb & CRM;Social-CRM-Software;social-crm-software
social-customer-service;Social Customer Service;3;omr;software;Kommunikation & Support;Kundenservice über Social Media;kundenservice-ueber-social-media
social-intranet;Social Intranet;3;omr;software;Projekte & Zusammenarbeit;Social Intranet;social-intranet
social-listening-tools;Social-Listening-Tools;2;capterra;software;Marketing & SEO;Social-Listening-Tools;social-listening-tools
social-media-advertising;Social Media Advertising;3;omr;software;Marketing & SEO;Social-Media-Werbung;social-media-werbung
social-media-agenturen;Social Media Agenturen;3;omr;dienstleister;;Social Media Agenturen;social-media-agenturen
social-media-analyse;Social Media Analyse;3;omr;software;Marketing & SEO;Social-Media-Analyse;social-media-analyse
social-media-analyse-tools;Social Media Analyse Tools;2;capterra;software;Marketing & SEO;Social Media Analyse Tools;social-media-analyse-tools
social-media-engagement;Social Media Engagement;3;omr;software;Marketing & SEO;Social-Media-Engagement;social-media-engagement
social-media-listening;Social Media Listening;3;omr;software;Marketing & SEO;Social Listening;social-listening
social-media-management-tools;Social Media Management Tools;2;beide;software;Marketing & SEO;Social Media Management Tools;social-media-management-tools
social-media-monitoring-tools;Social Media Monitoring Tools;2;beide;software;Marketing & SEO;Social Media Monitoring Tools;social-media-monitoring-tools
social-media-planung;Social Media Planung;3;omr;software;Marketing & SEO;Social-Media-Planung;social-media-planung
social-media-suites;Social Media Suites;2;omr;software;Marketing & SEO;Social-Media-Suiten;social-media-suiten
social-media-tools;Social Media Tools;2;beide;software;Marketing & SEO;Social Media Tools;social-media-tools
social-networking-software;Social Networking Software;1;capterra;software;IT, Security & Infrastruktur;Social Networking Software;social-networking-software
social-selling-tools;Social Selling Tools;2;capterra;software;Marketing & SEO;Social Selling Tools;social-selling-tools
softphone-software;Softphone Software;1;capterra;software;Kommunikation & Support;Softphone Software;softphone-software
software-fuer-abtretungserklaerungen;Software für Abtretungserklärungen;1;capterra;software;Recht & Kanzlei;Software für Abtretungserklärungen;software-fuer-abtretungserklaerungen
software-fuer-adresspruefung;Software für Adressprüfung;1;capterra;software;Lernen & Events;Software für Adressprüfung;software-fuer-adresspruefung
software-fuer-ambulante-pflege;Software für ambulante Pflege;1;capterra;software;Gesundheit & Pflege;Software für ambulante Pflege;software-fuer-ambulante-pflege
software-fuer-angewandte-verhaltensanalysen;Software für angewandte Verhaltensanalysen;1;capterra;software;Gesundheit & Pflege;Software für angewandte Verhaltensanalysen;software-fuer-angewandte-verhaltensanalysen
software-fuer-aussenvertrieb;Software für Außenvertrieb;1;beide;software;Vertrieb & CRM;Software für Außenvertrieb;software-fuer-aussenvertrieb
software-fuer-bauunternehmer;Software für Bauunternehmer;1;capterra;software;Bau & Handwerk;Software für Bauunternehmer;software-fuer-bauunternehmer
software-fuer-bildschirmaufzeichnung;Software für Bildschirmaufzeichnung;1;capterra;software;Design & Kreativ;Software für Bildschirmaufzeichnung;software-fuer-bildschirmaufzeichnung
software-fuer-corporate-social-responsibility-csr;Software für Corporate Social Responsibility (CSR);1;beide;software;Weitere Software;Software für Corporate Social Responsibility (CSR);software-fuer-corporate-social-responsibility-csr
software-fuer-das-kunden-onboarding;Software für das Kunden-Onboarding;1;capterra;software;Personal & HR;Software für das Kunden-Onboarding;software-fuer-das-kunden-onboarding
software-fuer-das-vertriebsleistungsmanagement;Software für das Vertriebsleistungsmanagement;1;beide;software;Vertrieb & CRM;Software für das Vertriebsleistungsmanagement;software-fuer-das-vertriebsleistungsmanagement
software-fuer-die-disposition-von-wartungspersonal;Software für die Disposition von Wartungspersonal;1;capterra;software;Personal & HR;Software für die Disposition von Wartungspersonal;software-fuer-die-disposition-von-wartungspersonal
software-fuer-die-identitaetspruefung;Software für die Identitätsprüfung;1;capterra;software;Lernen & Events;Software für die Identitätsprüfung;software-fuer-die-identitaetspruefung
software-fuer-die-lebensmittelindustrie;Software für die Lebensmittelindustrie;1;capterra;software;Industrie, Agrar & Energie;Software für die Lebensmittelindustrie;software-fuer-die-lebensmittelindustrie
software-fuer-digitale-forensik;Software für digitale Forensik;1;capterra;software;Öffentlicher Sektor & Sicherheit;Software für digitale Forensik;software-fuer-digitale-forensik
software-fuer-diversity-und-inklusion;Software für Diversity und Inklusion;1;capterra;software;Personal & HR;Software für Diversity und Inklusion;software-fuer-diversity-und-inklusion
software-fuer-einzelhandel;Software für Einzelhandel;1;capterra;software;E-Commerce & Handel;Software für Einzelhandel;software-fuer-einzelhandel
software-fuer-elektronische-patientenakten-fuer-die-psychiatrie;Software für elektronische Patientenakten für die Psychiatrie;1;capterra;software;Gesundheit & Pflege;Software für elektronische Patientenakten für die Psychiatrie;software-fuer-elektronische-patientenakten-fuer-die-psychiatrie
software-fuer-elektronische-patientenakten-fuer-hausaerzte;Software für elektronische Patientenakten für Hausärzte;1;capterra;software;Gesundheit & Pflege;Software für elektronische Patientenakten für Hausärzte;software-fuer-elektronische-patientenakten-fuer-hausaerzte
software-fuer-ernaehrungsberater;Software für Ernährungsberater;1;capterra;software;Gesundheit & Pflege;Software für Ernährungsberater;software-fuer-ernaehrungsberater
software-fuer-familienrecht;Software für Familienrecht;1;capterra;software;Recht & Kanzlei;Software für Familienrecht;software-fuer-familienrecht
software-fuer-ferienwohnungen;Software für Ferienwohnungen;1;capterra;software;Gastro, Hotel & Freizeit;Software für Ferienwohnungen;software-fuer-ferienwohnungen
software-fuer-garagentore;Software für Garagentore;1;capterra;software;Bau & Handwerk;Software für Garagentore;software-fuer-garagentore
software-fuer-gewerbeimmobilien;Software für Gewerbeimmobilien;1;capterra;software;Immobilien;Software für Gewerbeimmobilien;software-fuer-gewerbeimmobilien
software-fuer-gewerbliche-versicherungen;Software für gewerbliche Versicherungen;1;capterra;software;Weitere Branchen;Software für gewerbliche Versicherungen;software-fuer-gewerbliche-versicherungen
software-fuer-hauptbuchhaltung;Software für Hauptbuchhaltung;1;capterra;software;Finanzen & Buchhaltung;Software für Hauptbuchhaltung;software-fuer-hauptbuchhaltung
software-fuer-hintergrundpruefungen;Software für Hintergrundprüfungen;1;capterra;software;Lernen & Events;Software für Hintergrundprüfungen;software-fuer-hintergrundpruefungen
software-fuer-hybride-veranstaltungen;Software für hybride Veranstaltungen;1;capterra;software;IT, Security & Infrastruktur;Software für hybride Veranstaltungen;software-fuer-hybride-veranstaltungen
software-fuer-integriertes-risikomanagement;Software für integriertes Risikomanagement;1;capterra;software;IT, Security & Infrastruktur;Software für integriertes Risikomanagement;software-fuer-integriertes-risikomanagement
software-fuer-kirchenverwaltung;Software für Kirchenverwaltung;1;capterra;software;Non-Profit, Kirche & Verein;Software für Kirchenverwaltung;software-fuer-kirchenverwaltung
software-fuer-kommunen;Software für Kommunen;1;capterra;software;Öffentlicher Sektor & Sicherheit;Software für Kommunen;software-fuer-kommunen
software-fuer-konfliktpruefung;Software für Konfliktprüfung;1;capterra;software;Recht & Kanzlei;Software für Konfliktprüfung;software-fuer-konfliktpruefung
software-fuer-krypto-boersen;Software für Krypto-Börsen;1;capterra;software;Finanzen & Buchhaltung;Software für Krypto-Börsen;software-fuer-krypto-boersen
software-fuer-kundenschulungen;Software für Kundenschulungen;1;capterra;software;Lernen & Events;Software für Kundenschulungen;software-fuer-kundenschulungen
software-fuer-leasing-bilanzierung;Software für Leasing-Bilanzierung;1;capterra;software;Finanzen & Buchhaltung;Software für Leasing-Bilanzierung;software-fuer-leasing-bilanzierung
software-fuer-lieferantenmanagement;Software für Lieferantenmanagement;1;capterra;software;Produktion & Supply Chain;Software für Lieferantenmanagement;software-fuer-lieferantenmanagement
software-fuer-medizinische-bildverarbeitung;Software für medizinische Bildverarbeitung;1;capterra;software;Gesundheit & Pflege;Software für medizinische Bildverarbeitung;software-fuer-medizinische-bildverarbeitung
software-fuer-mitarbeiterentsendung;Software für Mitarbeiterentsendung;1;capterra;software;Personal & HR;Software für Mitarbeiterentsendung;software-fuer-mitarbeiterentsendung
software-fuer-multi-faktor-authentifizierung;Software für Multi-Faktor Authentifizierung;1;capterra;software;IT, Security & Infrastruktur;Software für Multi-Faktor Authentifizierung;software-fuer-multi-faktor-authentifizierung
software-fuer-oeffentliche-verwaltung;Software für öffentliche Verwaltung;1;capterra;software;Öffentlicher Sektor & Sicherheit;Software für öffentliche Verwaltung;software-fuer-oeffentliche-verwaltung
software-fuer-paketverfolgung;Software für Paketverfolgung;1;capterra;software;E-Commerce & Handel;Software für Paketverfolgung;software-fuer-paketverfolgung
software-fuer-patientenplanung;Software für Patientenplanung;1;capterra;software;Gesundheit & Pflege;Software für Patientenplanung;software-fuer-patientenplanung
software-fuer-personalvermittler;Software für Personalvermittler;1;capterra;software;Personal & HR;Software für Personalvermittler;software-fuer-personalvermittler
software-fuer-pferdebetriebe;Software für Pferdebetriebe;1;capterra;software;Weitere Branchen;Software für Pferdebetriebe;software-fuer-pferdebetriebe
software-fuer-plastische-chirurgie;Software für Plastische Chirurgie;1;capterra;software;Gesundheit & Pflege;Software für Plastische Chirurgie;software-fuer-plastische-chirurgie
software-fuer-qualitaetssicherung-fuer-kontaktcenter;Software für Qualitätssicherung für Kontaktcenter;1;capterra;software;Kommunikation & Support;Software für Qualitätssicherung für Kontaktcenter;software-fuer-qualitaetssicherung-fuer-kontaktcenter
software-fuer-rechtsrecherchen;Software für Rechtsrecherchen;1;capterra;software;Recht & Kanzlei;Software für Rechtsrecherchen;software-fuer-rechtsrecherchen
software-fuer-schaden-und-unfallversicherer;Software für Schaden- und Unfallversicherer;1;capterra;software;Weitere Software;Software für Schaden- und Unfallversicherer;software-fuer-schaden-und-unfallversicherer
software-fuer-sendungsverfolgung;Software für Sendungsverfolgung;1;capterra;software;E-Commerce & Handel;Software für Sendungsverfolgung;software-fuer-sendungsverfolgung
software-fuer-sicherheitsschulungen;Software für Sicherheitsschulungen;1;capterra;software;IT, Security & Infrastruktur;Software für Sicherheitsschulungen;software-fuer-sicherheitsschulungen
software-fuer-studentenportale;Software für Studentenportale;1;capterra;software;Bildung & Bildungsträger;Software für Studentenportale;software-fuer-studentenportale
software-fuer-teppichreiniger;Software für Teppichreiniger;1;capterra;software;Weitere Branchen;Software für Teppichreiniger;software-fuer-teppichreiniger
software-fuer-therapeuten;Software für Therapeuten;1;capterra;software;Gesundheit & Pflege;Software für Therapeuten;software-fuer-therapeuten
software-fuer-therapienotizen;Software für Therapienotizen;1;capterra;software;Gesundheit & Pflege;Software für Therapienotizen;software-fuer-therapienotizen
software-fuer-vertriebsportale;Software für Vertriebsportale;1;capterra;software;Vertrieb & CRM;Software für Vertriebsportale;software-fuer-vertriebsportale
software-fuer-virtuelle-events;Software für virtuelle Events;1;capterra;software;Lernen & Events;Software für virtuelle Events;software-fuer-virtuelle-events
software-testing;Software Testing;1;omr;software;IT, Security & Infrastruktur;Software Testing;software-testing
software-zum-nft-erstellen;Software zum NFT Erstellen;1;capterra;software;Weitere Software;Software zum NFT Erstellen;software-zum-nft-erstellen
software-zum-wettbewerberpreismonitoring;Software zum Wettbewerberpreismonitoring;1;capterra;software;Marketing & SEO;Software zum Wettbewerberpreismonitoring;software-zum-wettbewerberpreismonitoring
software-zur-analyse-des-kaufverhaltens;Software zur Analyse des Kaufverhaltens;1;capterra;software;Daten & Analytics;Software zur Analyse des Kaufverhaltens;software-zur-analyse-des-kaufverhaltens
software-zur-app-store-optimierung;Software zur App Store-Optimierung;1;capterra;software;Weitere Software;Software zur App Store-Optimierung;software-zur-app-store-optimierung
software-zur-berechnung-von-lebensmittelkosten;Software zur Berechnung von Lebensmittelkosten;1;capterra;software;Industrie, Agrar & Energie;Software zur Berechnung von Lebensmittelkosten;software-zur-berechnung-von-lebensmittelkosten
software-zur-datenaufbereitung;Software zur Datenaufbereitung;1;capterra;software;Daten & Analytics;Software zur Datenaufbereitung;software-zur-datenaufbereitung
software-zur-fernueberwachung-von-patienten;Software zur Fernüberwachung von Patienten;1;capterra;software;Gesundheit & Pflege;Software zur Fernüberwachung von Patienten;software-zur-fernueberwachung-von-patienten
software-zur-kalkulation-der-hausbaukosten;Software zur Kalkulation der Hausbaukosten;1;capterra;software;Bau & Handwerk;Software zur Kalkulation der Hausbaukosten;software-zur-kalkulation-der-hausbaukosten
software-zur-kilometerverfolgung-mileage-tracking;Software zur Kilometerverfolgung (Mileage Tracking);1;capterra;software;Mobilität & Fahrzeuge;Software zur Kilometerverfolgung (Mileage Tracking);software-zur-kilometerverfolgung-mileage-tracking
software-zur-personaleinsatzplanung-fuer-callcenter;Software zur Personaleinsatzplanung für Callcenter;1;capterra;software;Personal & HR;Software zur Personaleinsatzplanung für Callcenter;software-zur-personaleinsatzplanung-fuer-callcenter
software-zur-self-service-kennwortzuruecksetzung-sspr;Software zur Self-Service-Kennwortzurücksetzung (SSPR);1;capterra;software;Weitere Software;Software zur Self-Service-Kennwortzurücksetzung (SSPR);software-zur-self-service-kennwortzuruecksetzung-sspr
software-zur-webseitenoptimierung;Software zur Webseitenoptimierung;1;capterra;software;Website & Content;Software zur Webseitenoptimierung;software-zur-webseitenoptimierung
solar-software;Solar Software;1;capterra;software;Industrie, Agrar & Energie;Solar Software;solar-software
source-code-control-systeme;Source Code Control Systeme;2;capterra;software;IT, Security & Infrastruktur;Source Code Control Systeme;source-code-control-systeme
soziale-einrichtungen-software;Soziale Einrichtungen Software;1;capterra;software;Weitere Software;Soziale Einrichtungen Software;soziale-einrichtungen-software
spa-software;Spa Software;1;capterra;software;Gastro, Hotel & Freizeit;Spa Software;spa-software
spc-software;SPC Software;1;capterra;software;Produktion & Supply Chain;SPC Software;spc-software
speditionssoftware;Speditionssoftware;1;capterra;software;IT, Security & Infrastruktur;Speditionssoftware;speditionssoftware
spendenverwaltung-software;Spendenverwaltung Software;1;capterra;software;Non-Profit, Kirche & Verein;Spendenverwaltung Software;spendenverwaltung-software
spesenmanagement-software-online;Spesenmanagement Software (Online);1;capterra;software;Finanzen & Buchhaltung;Spesenmanagement Software (Online);spesenmanagement-software-online
sprachanalyse-software;Sprachanalyse Software;1;capterra;software;Daten & Analytics;Sprachanalyse Software;sprachanalyse-software
spracherkennungssoftware;Spracherkennungssoftware;1;capterra;software;KI & Automatisierung;Spracherkennungssoftware;spracherkennungssoftware
sprachlernsoftware;Sprachlernsoftware;1;capterra;software;Lernen & Events;Sprachlernsoftware;sprachlernsoftware
sso-software;SSO Software;1;capterra;software;IT, Security & Infrastruktur;SSO Software;sso-software
stammdatenmanagement-tools;Stammdatenmanagement Tools;2;capterra;software;Daten & Analytics;Stammdatenmanagement Tools;stammdatenmanagement-tools
start-up-erp;Start Up ERP;2;omr;software;Produktion & Supply Chain;ERP für Start-ups;erp-fuer-start-ups
statistik-programme;Statistik-Programme;2;capterra;software;Daten & Analytics;Statistik-Programme;statistik-programme
stempeluhr-software;Stempeluhr Software;1;capterra;software;Personal & HR;Stempeluhr Software;stempeluhr-software
steuerberater;Steuerberater;3;omr;dienstleister;;Steuerberater;steuerberater
steuerberater-software;Steuerberater Software;1;capterra;software;Finanzen & Buchhaltung;Steuerberater Software;steuerberater-software
steuerprogramme;Steuerprogramme;2;capterra;software;Finanzen & Buchhaltung;Steuerprogramme;steuerprogramme
steuersoftware-fuer-unternehmen;Steuersoftware für Unternehmen;1;beide;software;Finanzen & Buchhaltung;Steuersoftware für Unternehmen;steuersoftware-fuer-unternehmen
stipendienverwaltungssoftware;Stipendienverwaltungssoftware;1;capterra;software;Bildung & Bildungsträger;Stipendienverwaltungssoftware;stipendienverwaltungssoftware
stock-portfolio-management-software;Stock Portfolio Management Software;1;capterra;software;Finanzen & Buchhaltung;Stock Portfolio Management Software;stock-portfolio-management-software
strategic-planning-and-execution;Strategic Planning And Execution;3;omr;software;Weitere Software;Strategieplanung und Umsetzung;strategieplanung-und-umsetzung
streaming-software;Streaming-Software;1;capterra;software;Kommunikation & Support;Streaming-Software;streaming-software
studenteninformationssysteme-sis;Studenteninformationssysteme (SIS);2;capterra;software;Bildung & Bildungsträger;Studenteninformationssysteme (SIS);studenteninformationssysteme-sis
subscription-management-software;Subscription Management Software;1;beide;software;Weitere Software;Subscription Management Software;subscription-management-software
